framework,item_type,parent,skill,learning_outcome,lo_bloom_level,assessment_method,assessment_bloom,skill_outcome_score,outcome_assessment_score,composite_score,program,university
ECSF,knowledge,Cybersecurity Researcher,"Legal, regulatory and legislative requirements on releasing or using cybersecurity  related technologies",completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.111,0.3,0.187,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,"Legal, regulatory and legislative requirements on releasing or using cybersecurity  related technologies","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.111,0.3,0.187,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,"Legal, regulatory and legislative requirements on releasing or using cybersecurity  related technologies",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.111,0.3,0.187,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,"Legal, regulatory and legislative requirements on releasing or using cybersecurity  related technologies","possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.222,0.3,0.253,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,Multidiscipline aspect of cybersecurity,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,Multidiscipline aspect of cybersecurity,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,Multidiscipline aspect of cybersecurity,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Researcher,Multidiscipline aspect of cybersecurity,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Risk Manager,"Implement cybersecurity risk management frameworks, methodologies and  guidelines and ensure compliance with regulations and standards",completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.091,0.3,0.175,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Risk Manager,"Implement cybersecurity risk management frameworks, methodologies and  guidelines and ensure compliance with regulations and standards","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.364,0.3,0.338,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Risk Manager,"Implement cybersecurity risk management frameworks, methodologies and  guidelines and ensure compliance with regulations and standards",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.091,0.3,0.175,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Risk Manager,"Implement cybersecurity risk management frameworks, methodologies and  guidelines and ensure compliance with regulations and standards","possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.182,0.3,0.229,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Risk Manager,Analyse and consolidate organisation’s quality and risk management practices,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.143,0.3,0.206,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Risk Manager,"Enable business assets owners, executives and other stakeholders to make risk informed decisions to manage and mitigate risks",you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.071,0.3,0.163,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Risk Manager,Build a cybersecurity risk-aware environment,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Risk Manager,Build a cybersecurity risk-aware environment,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Risk Manager,Build a cybersecurity risk-aware environment,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,skill,Cybersecurity Risk Manager,Build a cybersecurity risk-aware environment,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Risk Manager,"Risk management standards, methodologies and frameworks","you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.6,0.3,0.48,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Risk Manager,Risk management tools,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Risk Manager,Risk management recommendations and best practices,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.2,0.3,0.24,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Risk Manager,Cyber threats,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.5,0.3,0.42,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Risk Manager,Cybersecurity controls and solutions,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Risk Manager,Cybersecurity controls and solutions,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Risk Manager,Cybersecurity controls and solutions,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Risk Manager,Cybersecurity controls and solutions,"possible career paths as a cyber legal, policy & compliance officer or cybersecurity auditor, roles ",Apply,exam_written,Understand,0.333,0.3,0.32,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Risk Manager,Cybersecurity risks,completing the studies gives a strategic point of view on the importance of cybersecurity in differe,Apply,exam_written,Understand,0.5,0.3,0.42,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Risk Manager,Cybersecurity risks,"you also become familiar with cybersecurity frameworks, standards, security management and can class",Apply,exam_written,Understand,0.5,0.3,0.42,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
ECSF,knowledge,Cybersecurity Risk Manager,Cybersecurity risks,you know the cybersecurity business services and know how to carry out a security audit,Apply,exam_written,Understand,0.5,0.3,0.42,"Master in Engineering, Cybersecurity",South-Eastern Finland University of Applied Sciences
